return_id,product_id,inspector_notes,return_reason,classification,date
206af537-26c5-4bae-987d-d9218cdaed7b,12,May require refurbish. Safety hazard.,Safety hazard,refurbish,
292d1ace-069d-427c-8a88-6bbb6e8aae4d,70,Observed: Obvious repair needed.,Obvious repair needed,restock,
0602a5e5-2e08-47a4-ace2-1515d3f743bc,35,Inspected: Severe fading. Needs further review.,Severe fading,recycle,
6ee0b82e-e217-4d79-98ac-911ba1ced240,99,Customer reported: Product arrived late.,Product arrived late,restock,
e58b3fde-8dda-464f-a737-acb92aea75f6,61,Observed: No longer needed.,No longer needed,restock,
ddcb6950-b089-4ee6-90e2-1676ba6cc481,81,Notes: Overheating damage.,Overheating damage,recycle,
e2e7a0c3-1750-4a9c-bb23-47651b900295,53,See attached: Permanent staining.,Permanent staining,recycle,
2878bd1b-d871-4d43-9ea6-14ab3cae5ece,16,Possible overlap with other categories. major structural damage.,major structural damage,refurbish,
bb9ffa3f-540e-436e-87b9-cc2cce55fde8,92,Reported: Occasion cancelled.,Occasion cancelled,restock,
41dc9539-a05b-4aa2-9bef-829928f1eaa5,38,Visual inspection: Small chip.,Small chip,refurbish,
9ccb6d8a-0047-4d5b-a475-946c7251f724,5,Uncertain: Box opened but item unused.,Box opened but item unused,refurbish,
1a3fb8c5-87fe-468a-a3a2-efbcb77317ff,37,See attached: Slight stretching.,Slight stretching,refurbish,
5f3f22fd-22db-4308-9ab2-32abb25a58e7,30,Customer notes: Changed mind.,Changed mind,refurbish,
f785281c-1480-4ecd-8806-6bfd2b926d7c,84,Further testing needed: Slight wear on edges.,Slight wear on edges,refurbish,
4d1a9e9b-60d5-487f-91eb-2fba6ad91b64,81,Customer notes: Major scratch.,Major scratch,recycle,
c4146f8c-898d-4ff6-8f2d-30e2c5f41050,80,Notes: Small tear.,Small tear,refurbish,
b5d0c968-d6d9-44f0-b263-fe5fd1d47efb,60,Initial check: duplicate order.,duplicate order,restock,
eda73a38-4563-4cea-9f60-756c800fd42c,44,See attached: Occasion cancelled.,Occasion cancelled,restock,
b256db9c-b928-468f-b9c9-2b33d77a057a,92,Reported: Electrical short circuit.,Electrical short circuit,recycle,
0880caa6-5801-4760-9558-11593b4b7bb5,4,Visual inspection: Minor alignment issue.,Minor alignment issue,refurbish,
7a87527c-c826-467b-a472-6883fd19f060,91,Reported: Budget constraints.,Budget constraints,recycle,
47f092b6-71f4-44bd-8eb7-330047d555bd,81,Visual inspection: Different style preferred.,Different style preferred,restock,
b590bfd8-da14-475f-b909-1b106d53f29d,40,Returned due to: Duplicate order.,Duplicate order,restock,
1873860d-21ad-4c82-97a7-f48495c476af,5,Potential recycle situation. Severe fading.,Severe fading,recycle,
034d6c5b-9aef-4d9e-aba0-4cf082b841dd,73,Assessment: Cosmetic imperfection.,Cosmetic imperfection,refurbish,
e93c8e28-dfbe-4b26-9468-c9233d08880a,12,Returned due to: Seasonal preference change.,Seasonal preference change,restock,
95cb9027-dd9f-490d-ae9b-511cb7abf376,49,Visual inspection: Product arrived late.,Product arrived late,restock,
8b873761-ca90-4dee-9bcb-5ea1f3af79a5,28,Flagged: Slight color fading.,Slight color fading,refurbish,
fbb87b3b-859d-47c2-92e7-88ecb3d72b88,46,Potential restock situation. material feel different.,material feel different,restock,
99bbf104-d1b5-45a6-a609-4243abaec377,23,See attached: Light usage wear.,Light usage wear,refurbish,
85ae3ff0-5cde-4d17-9f8c-a8fc2a38d34d,91,Inspected: Major scratch. Needs further review.,Major scratch,refurbish,
3688c4ba-38d6-4c53-8ef9-52ad64a3ccac,97,Initial check: Small tear.,Small tear,refurbish,
c9bd99c8-4c43-4106-bf75-88caacc1aad7,81,Possible overlap with other categories. Minor button issue.,Minor button issue,refurbish,
e60a3e30-c334-4f19-b432-b559cc7e53d5,45,Possible refurbish case. Minor cosmetic damage.,Minor cosmetic damage,refurbish,
33ba7ebe-d6ce-40ac-9713-461d9ef4c82e,2,May require recycle. Noticeable dent.,Noticeable dent,recycle,
aa35df97-073c-4167-9a0d-a47a85ef7e1e,23,Possible issue: Changed mind.,Changed mind,restock,
f480da16-67d0-44e4-b9d8-f922cdfa7029,15,Returned due to: Small puncture.,Small puncture,refurbish,
485813d3-8b71-4ef5-b5a0-5fc1554f0166,71,Observed: Did not like the product.,Did not like the product,restock,
927ae7b1-0d37-43b1-9cac-b8d4ed335023,10,Potential recycle situation. Major structural damage.,Major structural damage,recycle,
fe31be74-1c9f-41af-8878-d63b69aeac8c,65,Further testing needed: Received as gift.,Received as gift,restock,
04c03627-1584-4a2a-acfe-0b90022264d9,64,Inspected: Seasonal preference change. Needs further review.,Seasonal preference change,restock,
233a55e3-4e6f-48e5-8e3c-68627ea7ff9f,26,Potential restock situation. Better price found.,Better price found,restock,
3c5ca3be-8cf2-42ee-b663-cad87000c72a,3,Initial check: Minor dent.,Minor dent,refurbish,
f04eaf46-0017-4399-9f47-89487a3be4fa,96,Unclear if refurbish or other. Obvious repair needed.,Obvious repair needed,refurbish,
930924e5-5467-4ef6-87ba-aced9a8c52db,17,Possible recycle case. Heavy wear.,Heavy wear,recycle,
1f85db34-438f-4388-add6-33c61e14c09c,66,Visual inspection: Cracked screen.,Cracked screen,recycle,
28825a52-71d8-4c98-bff9-9386e1aa7014,59,Visual inspection: Small chip.,Small chip,refurbish,
c37f6154-0c4b-4a17-a037-7f23f56aeceb,16,Possible restock case. No longer needed.,No longer needed,restock,
2235fd75-e2aa-474f-b09b-4cb3ecb542d5,32,Observed: Duplicate order.,Duplicate order,restock,
52a556dd-2df3-4f3f-ad62-0e51f571cf8d,5,Inspected: Small chip. Needs further review.,Small chip,refurbish,
31aeb732-227f-40fb-9292-5a2db4be8411,11,Notes: Manufacturing defect.,Manufacturing defect,recycle,
3bb7cc3d-ca71-45e3-8d2e-b83b1a5b2bca,96,Inspected: Electrical short circuit. Needs further review.,Electrical short circuit,recycle,
79162ac9-8b5b-4dca-8ca4-be4c8ace02b1,44,Visual inspection: Severe corrosion.,Severe corrosion,restock,
1ddbb0b8-96ac-4093-9eb4-1425580c0e19,74,See attached: Major scratch.,Major scratch,recycle,
e39a1476-5da6-4bce-8d81-f168828f55e7,16,Customer reported: Slight discoloration.,Slight discoloration,refurbish,
4a818767-ad3d-42eb-8198-ca6740a64a26,58,See attached: Slight wear on edges.,Slight wear on edges,restock,
38c647c0-9c25-47f6-805b-980b7b325a65,77,Uncertain: Minor button issue.,Minor button issue,refurbish,
925e3f7b-b9ec-4976-94a7-3c46e336f547,35,Possible refurbish case. Minor functionality issue (customer unclear).,Minor functionality issue (customer unclear),refurbish,
eecf278a-fb4b-4126-9212-6e13f751ebe8,94,Notes: Completely broken (customer unclear).,Completely broken (customer unclear),restock,
f5ba71c5-5e72-4ea0-a589-194e67f8dabe,54,Observed: Fabric completely deteriorated.,Fabric completely deteriorated,refurbish,
31caba6e-2740-4fda-9f98-53371944d8a6,43,Notes: Hazardous material exposure (customer unclear).,Hazardous material exposure (customer unclear),recycle,
b0cedb4d-9402-4224-91a7-283e0d8263d2,85,Possible restock case. Minor alignment issue (customer unclear).,Minor alignment issue (customer unclear),restock,
9d217e88-4015-4faf-9270-31862b79a5da,79,Flagged: Extensive wear and tear.,Extensive wear and tear,recycle,
7fe3688d-00ea-4127-9f23-8403d5b421df,25,Returned due to: Duplicate order.,Duplicate order,restock,
7a1da5b7-160c-4f20-9b78-8c43ec1b9be6,100,Returned due to: Size chart was incorrect.,Size chart was incorrect,restock,
41d8b30d-9636-4416-bf0e-d3d42ac75b77,15,May require refurbish. box opened but item unused.,box opened but item unused,refurbish,
9b9be034-0090-4de3-8a29-3679424454f9,48,Unclear if refurbish or other. Slight color fading.,Slight color fading,refurbish,
9c51ade6-6da0-4aee-b651-ddc550a81c3f,31,Unclear if recycle or other. Better price found.,Better price found,recycle,
49dd1c34-12a5-4f20-83f2-8782ad8f6831,16,Assessment: Small fabric pull.,Small fabric pull,refurbish,
2b7762fe-f3b6-46a6-bc23-52750724215a,26,Unclear if recycle or other. Permanent staining.,Permanent staining,recycle,
0a2c9b4b-043b-46c1-a46b-d61fb355fb81,70,Possible refurbish case. Major scratch.,Major scratch,refurbish,
11d2b357-8d72-49df-9ba2-2e29f100f456,36,See attached: Duplicate order.,Duplicate order,restock,
0858fe5a-39ec-4213-b944-93824a38b0ae,65,Uncertain: Chemical damage.,Chemical damage,restock,
14159240-176b-4f19-8d87-2fb74965def1,83,Uncertain: Wrong size ordered.,Wrong size ordered,restock,
ff9bf8d8-d55d-4785-8299-f3984c19b43d,37,Flagged: Light usage wear.,Light usage wear,recycle,
787c468d-8efc-46ba-a73a-e36e7f09ecbe,65,Potential restock situation. Product arrived late.,Product arrived late,restock,
fb16e01b-aa61-4d72-8454-567a57ccdf1f,35,Initial check: Noticeable dent (customer unclear).,Noticeable dent (customer unclear),refurbish,
6126125f-bb46-4a5f-97f2-c77346337a50,45,Flagged: Size chart was incorrect.,Size chart was incorrect,restock,
88ad1bcf-93af-47af-8de4-a884a6762269,4,Returned due to: Better price found.,Better price found,restock,
ab203608-31c1-4e89-b09e-83ccb9758ba3,55,Customer notes: Major structural damage.,Major structural damage,recycle,
b8fa436c-c51b-4bd4-8c15-ee0a3d178686,85,Customer notes: Overheating damage.,Overheating damage,recycle,
e5667650-cab2-4352-9e15-c2273f190871,22,Initial check: Minor zipper issue.,Minor zipper issue,refurbish,
d445ab04-ac89-41b8-87bc-c70d6da8f84a,65,Flagged: Obvious repair needed.,Obvious repair needed,recycle,
196398a7-2093-4ccc-85f9-39f3e257b500,92,Observed: Fabric completely deteriorated.,Fabric completely deteriorated,recycle,
6c3fb890-f943-44c2-b199-984068533d1b,54,Initial check: Fit not as expected.,Fit not as expected,restock,
a654eac7-c8be-4959-abed-660be3e64f19,72,Possible recycle case. Extensive wear and tear.,Extensive wear and tear,recycle,
f889c2d4-afc1-4897-9dfc-c368069b7ce5,58,Unclear if refurbish or other. Small chip.,Small chip,refurbish,
2b14f9f7-5d11-426a-abcc-66ada42793e6,43,Further testing needed: Product arrived late.,Product arrived late,restock,
af5faa96-d813-457a-90fa-76be1bbd9677,24,Potential restock situation. Major scratch.,Major scratch,restock,
14a13981-ef87-49b4-854d-bdaa23ca58c4,20,Observed: major scratch.,major scratch,recycle,
c9080b92-1cdf-4659-873e-daa1c50a9964,93,Flagged: Family member disapproval.,Family member disapproval,restock,
83f3a11c-0d94-49c9-99f4-906d4af18743,8,Observed: Different style preferred.,Different style preferred,restock,
8af57b65-698d-46a5-aae1-dc1587d9254a,76,Inspected: Minor alignment issue. Needs further review.,Minor alignment issue,refurbish,
0f947553-71de-4bf8-a5a4-cf6a71b198a4,17,Possible restock case. received as gift.,received as gift,restock,
da0509ef-1bee-4625-b3ef-43caccc7016b,12,Further testing needed: Loose thread (customer unclear).,Loose thread (customer unclear),refurbish,
9370c82e-a16b-41e5-b365-fce4214d8b1a,36,Notes: Small tear.,Small tear,refurbish,
13935f5e-b9e5-41b4-a61e-0a6d61716407,55,Initial check: Duplicate order.,Duplicate order,restock,
70c4c1f7-cfb5-41b8-8494-8e4164ab3192,77,Customer notes: Gift return.,Gift return,restock,
d87b81c0-5154-46d6-9bad-87929c8d5da7,8,Assessment: Cosmetic imperfection.,Cosmetic imperfection,refurbish,
f7ced1ba-90e5-454f-94aa-a53523415661,23,Assessment: Overheating damage.,Overheating damage,restock,
ca4a8891-d4cb-4d8a-a771-ce73ada8daca,42,Assessment: extreme weather damage.,extreme weather damage,recycle,
3b0173a3-0e72-40f1-b551-3e520005097d,87,Possible overlap with other categories. Major scratch.,Major scratch,recycle,
d2911bba-80d6-4af5-b5cf-8f8441dfde6d,13,Unclear if restock or other. Material feel different.,Material feel different,restock,
091bebba-a1da-420b-a273-038e348be060,51,Assessment: Extreme weather damage.,Extreme weather damage,refurbish,
2f00e70f-c035-4cec-9fd5-4eed95bf9a28,96,Flagged: Product arrived late.,Product arrived late,recycle,
f4c0c9a0-ad34-4b4e-91ea-35452332a3fd,88,Assessment: adhesive residue.,adhesive residue,refurbish,
55837fee-9171-402f-9665-663e78a3f708,66,Possible recycle case. Fire damage.,Fire damage,recycle,
691eae71-ed72-4bbe-9f98-ed4673803c2d,82,Inspected: Family member disapproval. Needs further review.,Family member disapproval,refurbish,
41ac1569-fd31-4376-9590-bb46fe83d789,49,Assessment: Slight color fading.,Slight color fading,refurbish,
89c85bee-27b9-4421-aa67-4d19b1de5a09,30,Notes: Minor button issue.,Minor button issue,refurbish,
3c4f2ba2-a326-406e-97d5-a2c023ff44df,51,Further testing needed: Torn beyond repair.,Torn beyond repair,refurbish,
410f6563-6233-4c4f-9d73-dbadbd6c2f41,18,Uncertain: Different style preferred.,Different style preferred,restock,
4eb4da7b-0940-4f68-b12d-aa38a8e0ab3c,17,Unclear if refurbish or other. Minor functionality issue.,Minor functionality issue,refurbish,
a97bb71d-e13d-43ad-9459-bf83188379c8,81,Inspected: Significant fading. Needs further review.,Significant fading,restock,
0b0ad22e-3662-4f99-9e43-7e0220b659b5,25,Possible issue: Minor warping.,Minor warping,refurbish,
73143099-ec11-4faf-b143-fb3e4cb4cfd6,79,Visual inspection: Obvious repair needed.,Obvious repair needed,recycle,
148d9892-1e13-4549-8f85-702931e2d6ed,38,Potential refurbish situation. Packaging slightly damaged.,Packaging slightly damaged,refurbish,
6bdb3530-e238-4aea-be0c-407ff8f12dd0,1,Reported: Fire damage.,Fire damage,recycle,
50874618-43b0-40ba-8b76-5f6331b7ddc4,91,May require restock. Different style preferred.,Different style preferred,restock,
466026c3-3205-4c99-b240-226bad06d04c,93,Visual inspection: Small puncture.,Small puncture,refurbish,
f1b7fe90-99e6-42ad-8abd-20ec92c67f1d,30,Possible issue: Minor alignment issue.,Minor alignment issue,refurbish,
ce58d5fd-455e-4038-888d-42ca5788f014,44,Reported: Completely broken.,Completely broken,recycle,
23d5423b-926b-461f-9b7b-7fc78204cf11,98,Possible overlap with other categories. Ordered wrong quantity (customer unclear).,Ordered wrong quantity (customer unclear),restock,
9dc0b8c5-38d3-4a09-98a3-76b0403b51a9,68,Observed: No longer needed.,No longer needed,restock,
bc73b2fd-87c9-42f5-8764-39fe9a9f9bbf,72,Initial check: Material feel different.,Material feel different,restock,
bbf616d8-6be3-48d1-8408-6660ad1cb809,98,Unclear if restock or other. Severe water damage.,Severe water damage,restock,
996698ab-63e3-42c3-bc61-5c37944666f2,90,Returned due to: Small chip.,Small chip,refurbish,
7eb3a560-9a82-4230-a49e-b92b1163a212,92,Observed: Heavy wear.,Heavy wear,restock,
e9dbfd94-2ef1-4686-8c63-ec9d88a27def,52,Visual inspection: Extreme weather damage (customer unclear).,Extreme weather damage (customer unclear),recycle,
9ba4180e-dca7-40f2-99c6-2f6ea21d8144,17,Possible restock case. permanent staining.,permanent staining,restock,
7c6eec50-3885-4a13-b46e-a64d159504f5,35,Possible issue: Slight wear on edges.,Slight wear on edges,restock,
268ba919-ef29-4616-b97e-ad907fd917fb,27,Returned due to: Product arrived late.,Product arrived late,restock,
7b629e69-245d-43d8-b5e4-4e6b5b3bdca6,59,Assessment: Box opened but item unused.,Box opened but item unused,refurbish,
da08a8ff-c671-4f75-aae6-06bd4f451572,3,Possible issue: Minor dent.,Minor dent,refurbish,
69814322-89e6-4974-801e-8e32786d99a7,43,Potential restock situation. Received as gift.,Received as gift,restock,
dd9984ba-4ff4-463e-bff9-6e53ea5f7706,35,Assessment: Minor warping.,Minor warping,refurbish,
218c979f-c47b-45ac-be66-ee088378514a,46,Flagged: Cracked screen.,Cracked screen,recycle,
bbe0a1c5-fcb2-4504-ad77-77ba13188f34,55,Assessment: Minor functionality issue.,Minor functionality issue,refurbish,
4f73f87d-be83-4ac4-8ff3-3b7bf2254e37,72,Potential restock situation. Heavy wear.,Heavy wear,restock,
09376b01-43cd-4377-aedf-affa9986025b,43,Potential restock situation. changed mind.,changed mind,restock,
556c66e7-3efb-40e5-974b-aebf796aa656,52,Customer notes: Did not like the product.,Did not like the product,restock,
d65bcad4-013f-4028-bfa6-b753ac8df4cb,22,Observed: Style doesn't match.,Style doesn't match,restock,
1904e587-6f61-44d1-87c4-a94f5b070f6d,91,Further testing needed: box opened but item unused.,box opened but item unused,refurbish,
9a7036ac-c067-4c3b-b21d-321e94f33ed9,45,Notes: Chemical damage.,Chemical damage,recycle,
bee9cb99-698a-4bf9-b63d-d8c87e3b7990,71,Reported: Small stain.,Small stain,refurbish,
8a56c114-5468-4305-b49d-3167c5597fca,11,Notes: Minor zipper issue.,Minor zipper issue,refurbish,
9d5b37ee-986a-4d1f-84d7-f6ea3a572ce6,25,Possible refurbish case. Style doesn't match.,Style doesn't match,refurbish,
6fd76d47-1da3-4b78-9af1-be1ff02bd8db,17,Initial check: Small chip.,Small chip,refurbish,
3a176b2c-f2eb-4c5d-926a-7b4374339933,76,Unclear if restock or other. Small hole.,Small hole,restock,
319ccd8b-c4de-42d7-a603-9ab29b033f93,92,Reported: Overheating damage.,Overheating damage,restock,
0e8eba6d-3709-4283-8622-d74c8fb47925,5,May require restock. Gift return.,Gift return,restock,
eb3e33f8-c945-48d8-8ee9-64486b2c0504,23,Inspected: Obvious usage marks. Needs further review.,Obvious usage marks,recycle,
2c228620-db62-4339-bd85-82082a83f236,22,Initial check: Major impact damage.,Major impact damage,recycle,
c2ca73a1-3e4f-4aa4-a0bc-fad2510ff9a2,99,Customer reported: Motor failure.,Motor failure,recycle,
a3134850-ccc4-432e-a26d-5386115aceb9,30,Possible restock case. Different style preferred.,Different style preferred,restock,
c34346cc-db4c-4048-9494-ce2eaecb6588,36,Possible overlap with other categories. Motor failure.,Motor failure,recycle,
dc8eac7c-d4fc-4bdb-b397-5ff19ca80043,52,Observed: Gift return.,Gift return,recycle,
3118d62e-ceaa-4b6e-b271-bcfe73f688fd,68,Flagged: Minor alignment issue.,Minor alignment issue,refurbish,
b6c430b3-fad0-4feb-b15d-744c3cd35fe8,39,Uncertain: Manufacturing defect.,Manufacturing defect,restock,
23f11273-c173-48e0-8a3f-7f1c2d42f78f,67,Further testing needed: Structural failure.,Structural failure,recycle,
b1f1bed3-ba44-4f6b-ab21-9c4cb7139e8e,2,Assessment: Different style preferred.,Different style preferred,restock,
f8a64fb0-f229-4d9f-90b4-afe07e41278a,30,Potential refurbish situation. Minor warping.,Minor warping,refurbish,
19f585df-1d36-40e7-a9da-10ee88395064,37,Notes: Beyond repair.,Beyond repair,recycle,
0065a3a0-0f7a-4434-a1c1-0856bd56304c,74,Visual inspection: duplicate order.,duplicate order,refurbish,
fc19ed91-2eff-4f19-914f-b7ad5526b24e,63,Possible issue: Severe fading.,Severe fading,restock,
f3bc5537-e6fc-42b1-957f-74afa8940418,58,Further testing needed: Slight stretching.,Slight stretching,refurbish,
b5ac0c70-b335-44ec-8baf-5a82e33c5fef,36,Uncertain: Completely broken.,Completely broken,restock,
c8d09c17-6b8a-48bc-b9ff-61e5923489fa,59,Further testing needed: Minor alignment issue.,Minor alignment issue,refurbish,
760c5d3b-df95-4751-ac1f-633f3f5e084e,80,Unclear if restock or other. Family member disapproval (customer unclear).,Family member disapproval (customer unclear),restock,
6b456ae7-5ee5-452c-86cb-d89883d654e0,11,Reported: Small scratch.,Small scratch,refurbish,
165a726c-f269-43ad-84a4-73b8cc271305,57,Customer notes: Slight stretching.,Slight stretching,refurbish,
e6f2d34a-1cfb-4d67-be34-947522dca0f8,9,Assessment: heavy wear.,heavy wear,refurbish,
523a9671-5f5c-4e0d-a048-73461c6e2e2e,15,May require recycle. Extensive wear and tear.,Extensive wear and tear,recycle,
2657f94b-7595-4a06-bc64-b03da913477b,13,Inspected: Color not as shown. Needs further review.,Color not as shown,restock,
a123546f-3589-4d48-a903-78945edf4798,6,Reported: Hazardous material exposure.,Hazardous material exposure,recycle,
1c72f4b4-5337-4d8c-85de-bfef7c640b99,81,Customer reported: Extreme weather damage.,Extreme weather damage,recycle,
6d0aeeef-11da-4ce0-97d1-a81228c3476b,24,Visual inspection: Structural failure.,Structural failure,recycle,
5f6a98f7-74a1-4c16-925a-84728a116e6c,12,Customer notes: better price found.,better price found,restock,
0e07f519-77dc-459f-8e48-835dddd227ca,10,Visual inspection: better price found.,better price found,refurbish,
c5a232f8-ff9e-40aa-9d35-7a6cb829f496,95,Uncertain: Occasion cancelled.,Occasion cancelled,restock,
60cc9bf5-f1ed-4252-9e30-dfa2c4d2f79c,40,Returned due to: Structural failure (customer unclear).,Structural failure (customer unclear),recycle,
2cfcd130-d916-4a35-858a-2196df0424f4,28,Notes: did not like the product (customer unclear).,did not like the product (customer unclear),restock,
11417c96-a30b-4b17-bdda-3f097af5e748,50,Possible recycle case. Beyond repair.,Beyond repair,recycle,
fef3f055-947c-4ef4-ac8d-943d596a5aec,99,Unclear if restock or other. Product arrived late.,Product arrived late,restock,
72633e3b-88a8-49d9-a9c6-915411e06d40,26,May require refurbish. Minor scuff mark.,Minor scuff mark,refurbish,
1f399d0f-d860-4dc4-bd0c-c0d1a2d080de,49,Possible issue: Fit not as expected.,Fit not as expected,restock,
5fdbc32d-708d-4e33-81f4-63bd11fe25b1,53,Observed: Small scratch.,Small scratch,refurbish,
122d223f-4677-4225-9f2a-7c3addd9da72,18,Notes: Obvious repair needed.,Obvious repair needed,refurbish,
8abd1775-db8a-42a4-8f66-8f06f6223195,7,Flagged: Changed mind (customer unclear).,Changed mind (customer unclear),restock,
65ba01b6-7916-4e6e-ab1d-5de66a18ed58,71,Notes: Extensive wear and tear.,Extensive wear and tear,recycle,
befcf64b-c2a4-470a-bfce-9673766a4294,30,Returned due to: Minor functionality issue.,Minor functionality issue,refurbish,
ef9f9ed7-eecc-4c45-aad1-c3ce8ecc1bba,74,Possible issue: noticeable dent.,noticeable dent,refurbish,
e52c8d1c-c657-460b-9d36-9e054c266a31,45,Observed: Minor dent.,Minor dent,refurbish,
8145872d-fd0f-443d-b1d2-fe2e454e0540,73,Unclear if refurbish or other. small tear.,small tear,refurbish,
272ec39a-cfcb-4f5e-a12d-52815605abaf,34,Uncertain: Significant fading.,Significant fading,refurbish,
a60762a6-8c33-48af-a165-b9fc38e780fd,89,Unclear if refurbish or other. Cosmetic imperfection.,Cosmetic imperfection,refurbish,
a98e4e23-9e52-4c38-8362-129b965bb38e,1,Assessment: Wrong size ordered.,Wrong size ordered,restock,
16fdca85-2035-481e-b732-b4f557d67908,92,See attached: minor dent.,minor dent,refurbish,
0cc42b5a-d248-4e61-ade4-11506e3e2bb9,25,Initial check: Extensive wear and tear.,Extensive wear and tear,recycle,
d28e85c8-803a-4280-a888-deb1bb95e427,72,Inspected: Did not like the product. Needs further review.,Did not like the product,restock,
d89045f1-2304-4785-bde1-6ef91ead2a5b,21,Possible restock case. seasonal preference change.,seasonal preference change,restock,
95969c2d-9c8c-4c7e-b2a0-79da75245933,33,Returned due to: small scratch.,small scratch,refurbish,
f271732d-c9fc-4621-8b26-b0e5972541b9,7,Possible issue: Wrong size ordered.,Wrong size ordered,restock,
dbf04853-24f9-4040-b633-dbcf88157111,8,Inspected: Slight stretching. Needs further review.,Slight stretching,restock,
e0885c55-1141-45d8-b946-824f2caa3140,5,Flagged: Minor warping.,Minor warping,refurbish,
6b40f710-f516-4630-abb6-6b4e2600458a,40,Possible overlap with other categories. Budget constraints.,Budget constraints,restock,
3a24a65d-c488-4a09-8682-eff5ae6dcddf,74,See attached: Significant fading.,Significant fading,recycle,
fd48c856-39ca-4205-b419-33b51acab9a9,48,Potential refurbish situation. Slight discoloration.,Slight discoloration,refurbish,
7a634307-d64f-4257-985b-ab29e466e47d,91,Notes: Color not as shown.,Color not as shown,restock,
ecbdea0c-34cc-4ad7-8ce5-3cc72fa99eb5,64,Assessment: Minor alignment issue.,Minor alignment issue,refurbish,
7ed5fc38-87aa-4569-a715-8c1dba608b39,2,Uncertain: Noticeable dent.,Noticeable dent,refurbish,
6cc3465d-4396-42f7-96e5-e9484fffddf3,80,Further testing needed: Safety hazard.,Safety hazard,recycle,
151af0b2-d270-47c4-a10b-2ee5e8540b83,74,Inspected: Minor dent (customer unclear). Needs further review.,Minor dent (customer unclear),refurbish,
b0561e29-d447-41ce-89ed-dbb1be245d05,99,Reported: severe water damage.,severe water damage,recycle,
261e4477-034a-4b32-baca-29b7e3dec1a3,34,Returned due to: Obvious repair needed.,Obvious repair needed,refurbish,
c9d1772d-0ced-4870-97b2-25e0d80d3179,75,Customer reported: color not as shown.,color not as shown,restock,
b63970f6-295e-4662-825e-bb5401b4bd5a,75,Potential restock situation. gift return.,gift return,restock,
a1882a2f-a4a8-42e7-8484-3350eb945288,9,See attached: Light usage wear.,Light usage wear,refurbish,
752a4eea-b0df-4d87-89d6-2fe9ad5ab93d,5,Reported: Battery leak.,Battery leak,restock,
33a360f5-3534-46f6-8eb7-48b8bb89d145,10,Further testing needed: Better price found.,Better price found,restock,
2fae279f-b8b9-41d5-bf82-dc5c2d02a510,28,Reported: No longer needed.,No longer needed,restock,
0c94896a-3dc4-4b76-b35a-514af3f5f7d8,82,Reported: Different style preferred.,Different style preferred,restock,
925d05e4-b4f4-4568-9208-42d770d14ceb,40,Flagged: Manufacturing defect.,Manufacturing defect,recycle,
e81e9402-20af-4ebc-96d0-0c07a62d4dbb,68,Initial check: Hazardous material exposure.,Hazardous material exposure,recycle,
e71e0961-b6e5-4907-95d2-68bd0f25ba80,33,Possible overlap with other categories. Style doesn't match.,Style doesn't match,restock,
0ee965f6-404a-4c57-aeec-5f530d7be35d,48,Uncertain: Significant fading.,Significant fading,refurbish,
13c0702f-3d0c-41bd-8104-b38f20747a20,71,Possible overlap with other categories. Small tear.,Small tear,refurbish,
4a513263-f461-4675-a39c-03698445fd5c,3,Customer notes: Adhesive residue.,Adhesive residue,refurbish,
83b1b276-0124-43df-bb6a-8128d3389c62,17,Unclear if refurbish or other. Packaging slightly damaged.,Packaging slightly damaged,refurbish,
e953d854-d579-48c1-9233-8c7373de15a4,52,Assessment: Noticeable dent.,Noticeable dent,recycle,
cab82529-48f3-4baa-a5e9-e6c18d9f33d4,90,Flagged: Occasion cancelled.,Occasion cancelled,restock,
c808496e-550d-46ef-b2c8-d061f6bbd0b0,31,Further testing needed: Occasion cancelled.,Occasion cancelled,restock,
8ef5f725-2733-4f50-b055-b54a68c74181,10,Further testing needed: size chart was incorrect.,size chart was incorrect,restock,
71d739f8-4a56-4777-bc80-9b07958b4f0f,94,Assessment: major structural damage.,major structural damage,refurbish,
6c03e025-f61b-4504-8945-05bd6997a3e8,59,See attached: Slight discoloration.,Slight discoloration,refurbish,
30bfd546-203b-4a3b-965c-9edec2ff02ef,63,Visual inspection: small fabric pull.,small fabric pull,restock,
7f887103-b62e-41c6-98c5-b77344f7f0a5,19,Initial check: Color not as shown.,Color not as shown,recycle,
a3e6ae99-3c5b-4de9-88ad-584a68a07ee9,29,Uncertain: Small scratch.,Small scratch,restock,
23a8b745-29e9-479b-af45-64d3b2ef1744,47,Unclear if restock or other. slight color fading.,slight color fading,restock,
e7f5b991-071b-401f-ab9e-c0d4faf424b5,55,See attached: Light usage wear.,Light usage wear,recycle,
16f6314b-04f7-4de8-be2c-8e000ce886e2,89,Returned due to: Unwanted purchase.,Unwanted purchase,restock,
b05e5190-bb8b-4c7a-a5a1-87147bd4f362,80,Potential restock situation. gift return.,gift return,restock,
a6725068-0e08-4bcb-bef9-95e0f267f208,26,Unclear if refurbish or other. Significant fading.,Significant fading,refurbish,
646c937a-50ad-4222-a70c-ced82a73d7e9,39,Initial check: Material feel different.,Material feel different,restock,
51008e61-4140-4ad3-9571-5796930b23fb,86,Possible overlap with other categories. Minor cosmetic damage.,Minor cosmetic damage,refurbish,
c5a8f79a-bd5f-4885-aa6d-295176d61758,46,Possible issue: Occasion cancelled.,Occasion cancelled,restock,
