order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
29421,9084,25,3,12,2
29422,5670,46,4,13,7
29423,5162,19,5,17,1
29424,1206,1,1,6,14
29425,9411,35,1,8,7
29426,1856,16,5,18,3
29427,2000,8,6,16,30
29428,2436,7,1,17,3
29429,6781,21,0,16,3
29430,3099,11,6,6,2
29431,3387,26,5,13,2
29432,5441,15,3,22,2
29433,6437,45,3,12,30
29434,1778,6,5,15,2
29435,7404,37,1,11,3
29436,6859,4,4,13,30
29437,2940,19,4,17,3
29438,839,47,5,14,3
29439,5726,21,4,19,3
29440,4760,37,1,19,3
29441,4861,43,4,11,14
29442,3139,18,2,21,7
29443,176,42,1,10,1
29444,4606,48,3,13,30
29445,3163,36,0,10,30
29446,2753,37,5,9,1
29447,9382,15,2,8,1
29448,838,38,6,7,1
29449,7846,2,0,10,7
29450,2734,42,2,13,3
29451,7689,31,1,10,14
29452,5207,6,3,17,1
29453,2654,19,2,12,30
29454,6141,38,1,16,30
29455,7220,15,3,20,1
29456,3350,33,0,13,30
29457,3311,40,6,9,14
29458,4681,26,2,13,3
29459,2387,30,1,10,2
29460,5192,11,2,10,30
29461,374,46,4,14,1
29462,4676,1,2,6,30
29463,1262,14,5,18,1
29464,7634,10,3,16,1
29465,8313,17,6,19,1
29466,5533,11,5,14,14
29467,5843,42,4,19,7
29468,3846,15,5,14,7
29469,2885,12,3,22,14
29470,4139,3,0,20,3
29471,5624,22,6,10,1
29472,2120,50,4,11,30
29473,7717,26,4,22,1
29474,491,39,3,16,7
29475,3046,43,6,17,1
29476,383,50,1,20,30
29477,805,49,2,19,7
29478,5586,23,6,13,3
29479,9370,16,0,21,7
29480,2218,3,0,21,1
29481,9488,30,1,18,1
29482,9110,13,3,16,7
29483,7278,8,0,22,7
29484,6595,24,2,14,7
29485,6787,5,1,13,2
29486,6167,7,6,13,30
29487,2415,27,4,20,7
29488,651,12,2,6,14
29489,8170,41,5,22,14
29490,4916,49,3,14,1
29491,3199,25,3,7,7
29492,942,42,1,18,2
29493,8733,50,4,19,3
29494,5806,33,5,14,30
29495,3728,15,4,8,1
29496,2530,31,6,7,3
29497,1203,11,5,15,30
29498,4965,36,1,10,2
29499,651,6,1,19,14
29500,3007,45,5,6,1
29501,2905,26,1,8,3
29502,8506,8,5,6,14
29503,4115,39,6,18,30
29504,9376,37,6,9,30
29505,122,37,6,15,30
29506,6604,48,4,9,1
29507,8361,30,3,17,3
29508,3683,38,3,14,3
29509,4725,16,2,18,1
29510,4122,15,5,7,30
29511,6865,38,3,6,2
29512,7395,8,1,13,7
29513,1730,35,2,19,2
29514,5953,9,5,20,1
29515,5130,21,0,19,1
29516,1119,41,6,12,30
29517,2169,5,4,9,2
29518,7669,19,2,22,2
29519,1051,48,5,14,2
29520,8897,16,0,16,14
29521,6641,18,1,9,1
29522,2900,12,3,11,30
29523,3208,16,3,10,30
29524,8899,5,2,7,30
29525,7675,3,5,16,2
29526,3833,7,0,17,3
29527,2009,32,3,21,14
29528,4722,31,6,20,14
29529,9790,14,6,13,7
29530,1067,24,5,6,3
29531,8288,48,1,13,1
29532,1919,33,0,14,14
29533,9458,5,0,13,30
29534,8432,8,3,16,30
29535,1328,2,2,7,14
29536,6211,39,2,10,2
29537,7449,38,2,8,1
29538,7360,42,3,11,3
29539,1143,35,4,16,30
29540,3224,38,1,16,3
29541,3849,34,1,20,3
29542,1416,30,2,15,3
29543,6375,49,2,15,30
29544,761,23,1,13,7
29545,3643,4,6,6,7
29546,1553,35,3,18,2
29547,863,14,6,18,3
29548,9348,22,0,13,30
29549,8549,30,1,14,2
29550,9864,3,1,8,30
29551,7210,11,0,18,7
29552,1329,10,0,14,3
29553,1030,3,4,17,3
29554,2377,41,5,14,7
29555,3242,48,1,19,30
29556,3141,50,0,15,14
29557,882,5,5,20,7
29558,8731,15,1,14,30
29559,3558,48,0,11,2
29560,7064,50,2,6,1
29561,2197,6,5,14,30
29562,1951,4,2,8,3
29563,9803,23,5,14,30
29564,5938,45,2,17,14
29565,3164,1,6,21,1
29566,4464,34,1,12,2
29567,4008,15,1,22,30
29568,4676,4,1,21,1
29569,4752,27,3,10,7
29570,6220,13,5,11,3
29571,8419,46,2,7,2
29572,7531,47,0,13,30
29573,7736,40,5,22,14
29574,8784,32,5,21,2
29575,2076,9,4,19,3
29576,7773,37,3,22,14
29577,9561,25,5,21,30
29578,2023,3,1,20,14
29579,2079,39,5,17,14
29580,7395,40,2,9,1
29581,7014,16,3,13,14
29582,3322,17,2,9,7
29583,6012,27,0,13,3
29584,2437,10,4,21,3
29585,7088,1,3,21,7
29586,9997,50,4,11,1
29587,3360,29,3,11,30
29588,1731,18,2,19,14
29589,3663,32,1,17,30
29590,5111,37,2,11,3
29591,6619,43,1,10,30
29592,6900,33,1,15,3
29593,1030,22,6,19,3
29594,412,43,1,12,14
29595,1982,11,6,16,30
29596,8854,37,2,17,2
29597,9540,29,2,14,1
29598,3471,20,4,20,7
29599,1306,22,3,10,1
29600,4681,32,1,14,7
29601,4596,50,0,15,7
29602,816,8,0,20,7
29603,9669,22,1,13,14
29604,5613,15,3,19,2
29605,2038,35,2,22,2
29606,9523,16,4,22,2
29607,4876,44,0,13,7
29608,7087,29,3,6,2
29609,1150,34,2,15,7
29610,6409,20,6,11,14
29611,7,13,6,19,1
29612,1437,13,5,10,2
29613,3251,31,5,20,1
29614,7664,21,6,19,2
29615,695,50,1,10,7
29616,5088,30,2,14,30
29617,3300,48,2,8,30
29618,4844,25,5,21,7
29619,7738,30,5,12,2
29620,4953,10,2,6,3
29621,5048,7,5,10,30
29622,7843,34,4,21,14
29623,26,4,0,11,7
29624,4548,22,0,7,7
29625,2154,29,6,21,1
29626,8020,4,4,20,7
29627,3490,1,3,21,7
29628,8524,48,2,10,1
29629,5162,23,1,9,30
29630,645,23,5,11,1
29631,1853,6,4,7,14
29632,7724,5,2,11,30
29633,4131,23,2,16,30
29634,3585,38,0,20,7
29635,3810,7,4,14,2
29636,9003,5,5,11,30
29637,1312,33,1,10,2
29638,1895,26,5,20,7
29639,6239,21,4,15,30
29640,4301,34,1,8,14
29641,7789,26,5,9,2
29642,6978,10,2,16,3
29643,6174,2,5,6,30
29644,6410,20,1,13,3
29645,2071,14,2,16,14
29646,2657,7,5,8,30
29647,4135,10,6,20,3
29648,4269,31,5,21,14
29649,6011,8,5,14,3
29650,3485,1,5,17,7
29651,414,29,5,13,2
29652,7842,31,1,17,7
29653,8884,8,0,19,30
29654,6149,16,4,11,2
29655,4310,46,0,18,2
29656,5792,19,3,12,3
29657,920,26,4,21,1
29658,907,10,4,9,30
29659,3211,18,1,22,14
29660,2720,2,6,7,7
29661,4896,37,2,6,3
29662,793,29,1,22,14
29663,8768,2,6,6,30
29664,9920,3,4,7,3
29665,5544,24,0,19,2
29666,3726,9,2,13,2
29667,8192,43,1,11,1
29668,5162,48,0,13,7
29669,1361,14,1,9,30
29670,2049,46,5,21,2
29671,6253,43,4,13,1
29672,6099,11,1,17,1
29673,3197,50,6,20,3
29674,9280,43,0,16,14
29675,206,24,5,14,3
29676,3316,14,0,8,7
29677,6734,18,5,8,14
29678,8815,36,0,7,3
29679,1678,13,1,7,7
29680,3013,34,5,13,3
29681,7548,19,4,14,2
29682,1872,41,6,22,30
29683,8271,11,3,15,1
29684,6559,49,3,11,7
29685,9669,26,3,16,2
29686,4735,5,2,10,2
29687,5790,21,4,16,2
29688,6935,9,4,8,3
29689,3229,48,2,18,1
29690,2336,12,3,6,30
29691,1726,1,5,19,30
29692,5738,49,3,9,30
29693,9307,14,5,17,2
29694,5986,26,5,18,2
29695,7217,7,2,7,30
29696,161,16,0,8,1
29697,1426,15,5,16,3
29698,1734,4,4,7,30
29699,2523,30,6,21,30
29700,7167,23,6,19,3
29701,602,22,3,13,14
29702,9748,15,3,22,14
29703,4685,17,2,22,14
29704,1521,2,1,13,30
29705,2391,8,5,10,7
29706,9098,6,4,8,2
29707,9843,39,5,6,2
29708,1118,28,4,8,7
29709,7301,48,4,8,30
29710,9717,5,6,19,2
29711,4722,21,0,11,7
29712,6142,50,5,19,14
29713,3081,20,1,12,3
29714,7940,43,4,22,1
29715,4778,34,0,15,30
29716,7266,7,0,15,30
29717,3802,30,5,16,2
29718,7058,30,0,21,14
29719,7511,15,4,22,1
29720,8100,27,4,11,3
29721,6082,9,6,9,3
29722,3628,27,2,11,7
29723,4381,2,5,10,30
29724,5380,36,2,16,7
29725,2543,27,1,7,2
29726,4451,47,6,17,3
29727,6961,40,6,6,3
29728,200,25,2,21,2
29729,6997,36,5,20,1
29730,2184,40,5,8,30
29731,5044,7,4,10,14
29732,4037,13,2,19,14
29733,5013,37,1,16,30
29734,7835,20,4,7,14
29735,3494,22,3,6,2
29736,3973,18,3,14,1
29737,9557,11,3,21,2
29738,1853,6,1,9,1
29739,8580,4,1,16,30
29740,1663,3,4,18,7
29741,7590,6,3,7,7
29742,213,15,5,10,7
29743,4656,3,0,21,14
29744,8750,17,2,12,14
29745,3120,30,6,11,1
29746,6646,22,5,9,14
29747,2692,2,3,8,1
29748,1995,16,6,14,14
29749,5049,22,3,14,3
29750,475,49,3,15,3
29751,9960,11,6,16,14
29752,8234,36,3,6,3
29753,3993,12,5,18,3
29754,4824,40,4,12,30
29755,3518,35,2,9,2
29756,2269,43,3,18,2
29757,9837,45,4,6,1
29758,940,41,6,13,30
29759,4439,15,5,14,3
29760,6299,44,3,12,14
29761,2986,42,5,7,1
29762,4990,21,0,19,3
29763,6029,4,5,16,3
29764,9557,7,4,9,2
29765,9043,29,0,21,7
29766,8423,41,3,18,1
29767,2500,6,2,11,14
29768,7621,39,4,12,30
29769,4305,17,0,11,7
29770,2904,36,5,12,3
29771,7764,2,0,8,30
29772,7965,17,2,6,14
29773,9431,29,4,22,2
29774,2075,27,1,8,7
29775,7826,7,0,12,14
29776,2066,11,4,15,3
29777,8822,26,1,10,30
29778,3209,50,4,8,1
29779,4675,39,3,13,1
29780,9095,32,0,22,7
29781,9246,50,1,11,1
29782,123,23,2,11,14
29783,957,46,6,9,3
29784,5097,40,6,8,7
29785,987,7,2,19,30
29786,9444,1,3,18,14
29787,4434,25,6,11,30
29788,991,31,3,19,1
29789,7926,6,6,19,1
29790,5557,28,5,11,1
29791,9094,31,1,19,30
29792,6826,36,0,8,1
29793,4710,16,0,8,1
29794,7974,15,5,7,7
29795,3581,22,2,16,7
29796,2803,18,6,8,30
29797,2205,50,3,8,14
29798,872,8,5,10,1
29799,2825,10,6,22,3
29800,6096,37,2,15,30
29801,3404,39,1,17,14
29802,6154,49,2,13,7
29803,5551,6,2,15,7
29804,3883,43,3,17,3
29805,3208,10,3,17,7
29806,3098,39,0,19,7
29807,3079,7,0,22,30
29808,2639,42,6,22,2
29809,5552,45,5,17,1
29810,2947,35,0,18,1
29811,3472,28,2,11,3
29812,4303,25,2,18,3
29813,1625,28,4,11,14
29814,9718,9,1,10,3
29815,1483,5,4,21,2
29816,259,16,1,16,1
29817,454,29,5,22,3
29818,8991,43,3,14,7
29819,4471,23,5,18,1
29820,2512,18,2,12,3
29821,4171,26,4,18,3
29822,8434,47,5,9,14
29823,5137,5,2,13,14
29824,1713,8,4,17,3
29825,7427,40,0,21,2
29826,2003,19,1,14,1
29827,8152,37,0,14,1
29828,6255,28,5,18,14
29829,3328,4,2,19,2
29830,8689,20,3,6,2
29831,8036,50,3,8,2
29832,3112,22,0,15,1
29833,5242,12,4,10,14
29834,8919,1,0,7,1
29835,1832,8,3,13,1
29836,1822,41,0,7,3
29837,1817,27,1,8,2
29838,92,21,0,22,3
29839,3433,45,4,13,30
29840,1970,33,2,21,14
29841,2385,38,0,17,1
29842,3680,33,1,17,14
29843,603,46,5,15,3
29844,428,37,4,17,1
29845,9649,45,1,17,3
29846,8199,5,4,22,30
29847,6264,15,5,9,30
29848,2435,30,3,6,7
29849,1374,3,3,20,1
29850,8833,28,2,14,7
29851,5163,30,2,21,3
29852,6841,36,4,14,14
29853,3812,3,6,6,3
29854,3307,44,1,8,14
29855,8638,31,1,21,1
29856,8705,14,0,13,1
29857,9182,6,3,17,3
29858,6357,19,0,12,1
29859,1402,5,2,11,14
29860,546,49,3,14,3
29861,2534,26,1,19,7
29862,2010,50,5,21,30
29863,5902,44,3,11,14
29864,4086,18,5,12,30
29865,2216,37,2,20,3
29866,4986,45,3,20,7
29867,9020,36,2,10,2
29868,2185,31,1,20,1
29869,1276,18,4,14,1
29870,9709,9,6,17,7
29871,9505,26,3,17,2
29872,5169,2,4,15,1
29873,3524,32,2,20,1
29874,8708,42,3,21,14
29875,4784,45,6,17,3
29876,1020,6,1,9,1
29877,9488,20,3,17,3
29878,7599,8,1,22,2
29879,1050,45,2,7,14
29880,2341,4,6,15,2
29881,7574,25,5,18,3
29882,9450,31,5,14,3
29883,2279,19,4,11,14
29884,2986,7,0,9,3
29885,5706,47,0,16,14
29886,1145,37,5,6,2
29887,7631,30,3,21,2
29888,706,27,5,7,7
29889,2425,17,4,16,2
29890,1935,32,1,13,7
29891,2485,19,0,6,1
29892,6997,25,4,7,14
29893,1746,29,4,12,3
29894,5765,25,2,18,14
29895,9162,32,0,18,30
29896,2547,37,2,10,7
29897,5629,11,4,7,14
29898,778,4,6,11,14
29899,9526,46,0,21,2
29900,3115,31,1,14,30
29901,2937,36,6,8,1
29902,4111,4,3,14,7
29903,1346,2,4,22,30
29904,2042,39,5,16,30
29905,2675,33,1,20,1
29906,7505,44,3,20,3
29907,9748,27,0,7,1
29908,690,26,1,13,2
29909,9727,19,1,14,7
29910,7057,44,3,20,1
29911,120,41,1,13,3
29912,6170,39,0,15,1
29913,5833,33,6,8,2
29914,1614,38,0,17,7
29915,7624,10,4,15,2
29916,3034,1,3,22,7
29917,2937,50,2,12,7
29918,5660,35,0,13,14
29919,9342,11,2,6,2
29920,5068,14,1,18,2
29921,4803,6,3,6,1
29922,9902,43,5,22,14
29923,3159,39,3,17,2
29924,9559,40,0,8,3
29925,4491,25,0,18,30
29926,456,23,3,8,30
29927,7644,5,5,11,30
29928,4621,26,2,8,7
29929,8868,18,3,6,7
29930,9194,32,5,18,3
29931,9088,47,4,11,2
29932,5100,21,5,8,1
29933,60,26,3,16,1
29934,6200,50,5,7,14
29935,6312,35,2,15,14
29936,5532,10,1,22,7
29937,2765,28,2,10,30
29938,7009,31,3,10,3
29939,1795,15,3,7,30
29940,5687,40,1,20,2
29941,3488,8,6,6,14
29942,4988,46,6,20,2
29943,3422,10,5,20,30
29944,6581,45,5,7,1
29945,5533,10,5,9,1
29946,1374,38,6,11,2
29947,3554,18,4,15,2
29948,3673,48,0,11,30
29949,8145,28,2,21,3
29950,9275,28,2,8,3
29951,9126,50,3,14,30
29952,5438,20,2,15,2
29953,8164,24,5,11,7
29954,7447,6,5,7,2
29955,8750,41,1,16,14
29956,5966,48,4,14,2
29957,5916,32,5,7,7
29958,9735,6,3,11,1
29959,6116,11,0,19,3
29960,5095,30,1,15,3
29961,2383,3,0,18,2
29962,4099,8,2,18,14
29963,9200,33,2,12,14
29964,9474,47,6,8,2
29965,4359,47,4,8,1
29966,8313,19,0,9,7
29967,9097,10,1,12,14
29968,140,19,0,10,1
29969,7645,9,0,16,3
29970,1816,7,5,11,2
29971,5409,14,0,15,30
29972,4302,2,0,6,14
29973,7286,22,2,13,14
29974,9221,45,5,20,2
29975,6779,20,6,12,14
29976,8537,26,4,11,30
29977,2420,4,1,17,1
29978,3236,39,3,12,1
29979,2595,40,5,19,2
29980,1388,23,2,7,3
29981,984,16,2,11,14
29982,2123,25,6,17,3
29983,5420,9,5,9,2
29984,2995,11,1,20,1
29985,7057,25,5,10,30
29986,7549,31,1,6,30
29987,6854,46,4,14,30
29988,2901,27,3,13,1
29989,776,36,2,19,3
29990,4982,47,5,16,14
29991,736,14,4,16,14
29992,6778,23,2,9,1
29993,7754,16,5,21,3
29994,5148,20,4,22,1
29995,1487,3,5,10,3
29996,396,6,4,22,1
29997,2002,29,3,8,1
29998,8556,4,6,13,30
29999,8063,1,0,8,14
30000,7269,50,2,18,1
30001,5878,8,4,20,3
30002,4189,48,4,10,7
30003,4362,20,1,22,14
30004,6350,16,0,22,3
30005,6181,47,1,13,2
30006,7795,31,6,19,30
30007,744,32,0,18,7
30008,6163,34,3,16,1
30009,374,29,3,14,3
30010,5906,12,1,17,14
30011,4128,4,1,17,3
30012,8332,43,6,9,14
30013,5690,34,0,10,3
30014,3021,6,0,11,2
30015,3293,49,1,21,30
30016,6877,9,1,10,30
30017,6898,5,4,10,3
30018,5339,46,2,13,2
30019,1565,16,1,12,7
30020,58,1,0,18,14
30021,3497,20,4,15,7
30022,5395,35,5,7,30
30023,5143,10,3,20,3
30024,2949,25,3,10,3
30025,4474,47,3,10,30
30026,8565,28,4,18,14
30027,3135,35,6,13,3
30028,1588,33,1,11,1
30029,8970,45,2,11,2
30030,4263,15,6,17,7
30031,6667,21,6,15,2
30032,3679,42,6,6,30
30033,999,35,6,6,3
30034,8752,50,3,9,2
30035,3344,37,1,6,2
30036,3502,10,3,8,1
30037,4015,16,3,15,3
30038,5108,20,3,10,7
30039,4329,50,0,17,30
30040,4656,8,5,8,1
30041,5328,45,4,7,3
30042,7621,31,4,22,3
30043,5859,8,0,11,2
30044,5621,13,6,7,14
30045,9113,24,6,14,14
30046,7005,12,3,19,2
30047,1243,45,4,21,3
30048,7016,17,4,12,1
30049,81,47,4,16,30
30050,2662,41,3,15,30
30051,4799,36,3,7,2
30052,541,12,4,11,1
30053,5946,36,2,15,1
30054,6909,13,1,13,30
30055,9467,35,1,12,1
30056,2786,5,3,11,14
30057,3487,13,2,20,2
30058,3158,46,5,14,2
30059,4718,8,2,17,30
30060,5337,11,2,13,30
30061,7166,8,0,14,3
30062,2244,31,0,14,30
30063,9513,12,4,21,2
30064,2994,11,2,7,30
30065,2092,17,1,6,1
30066,5210,27,6,20,14
30067,7646,13,5,20,14
30068,5741,36,6,11,2
30069,4155,13,0,16,2
30070,8671,41,3,17,3
30071,2666,22,6,11,2
30072,6019,46,3,14,3
30073,1757,44,2,19,14
30074,9991,24,6,9,7
30075,5714,30,5,9,14
30076,3121,13,5,21,1
30077,5152,8,4,20,2
30078,5606,5,2,19,30
30079,2579,43,3,9,30
30080,1027,6,3,15,3
30081,4474,7,4,12,7
30082,4668,22,6,15,1
30083,1955,30,0,15,14
30084,9757,15,4,21,2
30085,587,37,1,19,30
30086,685,41,5,20,14
30087,6043,20,3,9,7
30088,3269,31,6,9,30
30089,659,5,1,12,1
30090,1297,45,3,15,7
30091,1526,12,6,15,2
30092,7151,37,3,13,14
30093,7793,30,2,11,14
30094,6605,39,3,14,3
30095,5790,3,5,21,30
30096,7421,13,3,18,3
30097,5754,11,3,16,3
30098,9264,10,3,21,2
30099,6635,30,2,21,14
30100,5109,9,6,16,14
30101,5248,30,2,6,30
30102,8402,29,5,12,14
30103,624,38,5,15,1
30104,9998,46,1,12,30
30105,5262,42,1,18,7
30106,4269,49,5,21,3
30107,5985,34,1,15,2
30108,3750,26,4,8,14
30109,4543,2,2,10,30
30110,11,36,5,11,1
30111,761,7,2,6,1
30112,9520,36,0,9,7
30113,1178,40,0,17,1
30114,9169,14,0,14,14
30115,2493,27,5,7,3
30116,2390,26,1,18,7
30117,6365,20,3,12,14
30118,2553,35,4,18,1
30119,1483,11,2,21,2
30120,2311,26,1,16,2
30121,3742,35,4,9,1
30122,7286,5,2,10,1
30123,7618,16,5,6,7
30124,3840,11,4,15,3
30125,7582,33,4,15,30
30126,2756,9,2,13,2
30127,9015,22,4,8,14
30128,3598,5,0,18,3
30129,8653,20,6,18,3
30130,5238,43,0,20,3
30131,1741,34,5,10,3
30132,2125,30,4,8,30
30133,9637,10,6,15,30
30134,5292,37,1,14,7
30135,3098,32,3,11,14
30136,5248,24,5,9,1
30137,4470,17,2,8,3
30138,8846,44,1,15,2
30139,5000,3,5,16,1
30140,8936,39,3,18,2
30141,6567,43,2,13,3
30142,7345,43,6,9,3
30143,853,26,3,12,2
30144,4927,12,5,8,1
30145,9754,37,2,7,3
30146,5069,42,0,20,7
30147,5390,12,1,18,30
30148,1319,46,3,8,14
30149,122,33,0,22,14
30150,4255,27,1,22,30
30151,8499,14,4,22,1
30152,9305,7,1,20,2
30153,1897,42,1,22,1
30154,5977,44,0,18,3
30155,8007,38,0,20,3
30156,8538,48,5,16,3
30157,3912,42,3,17,14
30158,8341,44,3,19,14
30159,1040,27,4,15,2
30160,9583,10,0,18,3
30161,3905,42,5,7,30
30162,4877,43,0,22,1
30163,8310,41,1,19,2
30164,704,9,1,7,2
30165,2956,44,5,7,14
30166,5471,34,4,16,2
30167,6441,46,1,14,3
30168,2025,41,1,15,2
30169,4997,29,3,7,7
30170,6570,18,4,19,30
30171,4346,29,3,19,7
30172,5863,30,5,13,7
30173,5635,13,4,10,2
30174,998,22,6,6,7
30175,406,16,3,7,7
30176,244,45,3,21,1
30177,7968,32,6,18,7
30178,2415,40,4,12,3
30179,3857,26,1,12,3
30180,6264,31,2,6,2
30181,7939,44,6,6,7
30182,9798,19,0,9,14
30183,8625,42,4,10,3
30184,1142,34,6,16,2
30185,4127,47,2,16,2
30186,3025,49,3,19,2
30187,9365,6,5,12,30
30188,7008,35,1,7,14
30189,3457,11,3,7,1
30190,6000,37,4,16,7
30191,4198,22,2,18,1
30192,9288,13,3,10,30
30193,5825,16,1,8,14
30194,6767,26,5,13,1
30195,2853,22,4,19,30
30196,2456,42,6,15,1
30197,7515,13,6,12,3
30198,1391,23,4,11,14
30199,4926,32,3,12,7
30200,2837,23,1,8,7
30201,618,43,4,9,14
30202,2470,32,4,11,14
30203,2703,48,3,20,3
30204,6258,38,2,20,3
30205,8106,28,6,9,3
30206,3166,33,0,17,3
30207,8452,40,1,10,2
30208,4431,26,5,9,14
30209,9239,30,5,8,30
30210,5993,17,4,11,3
30211,6598,42,4,22,30
30212,1408,29,6,14,2
30213,9593,2,4,14,7
30214,9202,38,2,9,1
30215,5558,34,5,12,14
30216,7000,50,0,17,3
30217,7590,46,3,19,7
30218,3407,38,6,21,30
30219,5701,12,1,12,14
30220,8128,21,2,18,14
30221,4228,27,4,16,30
30222,9937,40,5,21,7
30223,1546,3,5,11,30
30224,7308,37,5,18,3
30225,8133,49,0,12,7
30226,135,26,0,20,14
30227,2860,5,0,8,1
30228,6004,46,3,14,30
30229,1265,20,1,22,2
30230,1773,46,4,19,2
30231,165,41,2,22,3
30232,8812,8,2,6,3
30233,8423,43,5,21,7
30234,6726,28,2,12,2
30235,2781,29,2,7,3
30236,7754,50,4,14,2
30237,5299,41,1,14,30
30238,9570,2,4,22,30
30239,6815,2,6,6,3
30240,3753,38,6,10,2
30241,3973,38,2,10,3
30242,3233,43,1,10,14
30243,7595,23,3,20,14
30244,403,10,6,8,3
30245,7200,45,6,6,1
30246,6265,28,1,20,14
30247,4481,19,3,6,2
30248,6620,28,4,22,1
30249,2608,31,3,7,7
30250,9383,2,3,10,30
30251,8581,29,1,15,30
30252,3405,14,5,9,1
30253,5643,28,4,22,30
30254,9966,1,1,21,14
30255,790,44,0,8,30
30256,6897,50,3,17,14
30257,1495,16,6,6,3
30258,2752,37,1,21,2
30259,9740,21,4,10,7
30260,6711,14,1,19,30
30261,821,43,0,12,30
30262,5141,17,3,16,30
30263,5139,15,0,16,1
30264,9672,48,0,15,14
30265,2370,31,3,10,30
30266,4066,46,6,21,14
30267,1464,49,5,19,14
30268,1908,36,0,14,14
30269,6202,14,3,10,14
30270,7896,36,3,15,14
30271,7826,27,6,8,1
30272,3966,3,2,19,1
30273,9509,36,4,7,1
30274,182,6,6,12,30
30275,6001,27,5,10,1
30276,7246,22,1,13,14
30277,9153,22,1,12,30
30278,990,36,4,17,1
30279,9918,32,0,15,14
30280,6273,27,4,12,14
30281,707,7,5,20,3
30282,6653,39,3,17,1
30283,4848,50,3,12,14
30284,4331,12,1,8,7
30285,1621,16,2,12,1
30286,4650,38,0,18,14
30287,6597,5,4,18,3
30288,4682,42,3,10,3
30289,8045,49,3,11,14
30290,3581,35,2,19,2
30291,8615,9,3,19,2
30292,4016,29,6,19,2
30293,3197,27,4,20,1
30294,6150,32,1,20,7
30295,4554,10,1,22,2
30296,4011,25,0,9,3
30297,6666,42,5,13,1
30298,4647,38,4,7,1
30299,6091,25,3,15,7
30300,3751,4,3,21,30
30301,9838,43,4,9,30
30302,2537,41,5,11,3
30303,3260,44,1,9,30
30304,6880,23,3,7,30
30305,7439,10,3,6,14
30306,2512,6,4,9,1
30307,2091,13,0,21,1
30308,4635,31,4,10,2
30309,568,5,3,21,30
30310,121,4,4,10,30
30311,6769,3,6,11,2
30312,8508,30,6,13,7
30313,621,23,4,8,1
30314,4064,37,0,15,2
30315,454,18,1,12,30
30316,2735,35,4,10,14
30317,959,5,4,14,3
30318,763,41,5,19,3
30319,9553,28,5,16,14
30320,4336,38,0,11,14
30321,6521,47,5,8,14
30322,2052,18,6,11,30
30323,6990,8,6,8,3
30324,8389,12,3,22,1
30325,7808,30,2,14,14
30326,261,22,6,8,7
30327,6747,6,2,17,7
30328,5891,30,6,13,30
30329,6054,8,6,7,7
30330,1281,47,5,9,3
30331,136,48,3,9,1
30332,6100,29,5,17,3
30333,7878,31,3,21,30
30334,2546,5,3,18,7
30335,8561,11,1,7,14
30336,3663,17,5,17,1
30337,6730,13,1,18,3
30338,3455,20,6,18,1
30339,4809,31,0,15,30
30340,8049,26,3,13,2
30341,6521,28,4,21,3
30342,545,25,3,7,3
30343,6217,48,5,13,2
30344,7118,18,3,19,3
30345,4600,45,4,9,30
30346,3424,32,0,16,2
30347,4806,29,3,20,7
30348,4484,3,6,9,14
30349,6972,35,6,19,7
30350,7120,38,4,13,1
30351,1098,15,2,20,1
30352,6861,3,2,6,7
30353,5436,21,4,19,2
30354,1944,3,3,14,14
30355,1720,35,6,16,1
30356,5769,50,1,11,2
30357,8483,8,1,20,7
30358,9167,48,3,13,7
30359,415,3,4,21,1
30360,9043,11,0,11,1
30361,7106,48,1,13,3
30362,2729,2,2,7,1
30363,7204,33,0,11,7
30364,4642,8,2,16,2
30365,742,12,6,10,3
30366,592,19,3,14,2
30367,750,18,0,9,7
30368,2220,50,5,18,14
30369,9030,21,5,9,30
30370,8726,22,5,13,7
30371,4461,43,3,17,3
30372,7512,30,1,14,1
30373,9966,18,3,7,1
30374,7509,6,5,6,30
30375,2654,1,1,13,2
30376,2571,9,6,7,7
30377,5749,16,1,16,1
30378,265,29,4,15,7
30379,3596,29,3,6,30
30380,2035,5,0,18,3
30381,3203,19,5,16,2
30382,8574,22,5,17,14
30383,9359,49,0,15,1
30384,389,8,4,16,14
30385,6198,18,3,10,14
30386,2072,44,4,13,7
30387,8587,48,1,9,14
30388,7841,14,3,7,1
30389,3257,4,0,13,14
30390,4020,40,5,13,1
30391,6059,27,5,17,1
30392,6631,24,5,18,3
30393,2860,30,1,7,2
30394,2394,12,4,19,30
30395,6820,43,6,19,7
30396,6072,13,6,14,2
30397,2051,40,6,19,2
30398,3122,50,4,22,1
30399,9117,45,4,15,3
30400,4972,4,5,7,7
30401,7696,26,3,19,1
30402,3355,1,6,17,1
30403,4475,27,4,19,14
30404,3398,23,1,17,14
30405,5418,42,5,6,2
30406,3769,38,5,12,14
30407,6282,11,3,22,7
30408,2982,39,3,20,7
30409,5522,42,5,6,1
30410,3473,44,1,20,14
30411,2618,21,5,8,1
30412,5482,22,0,22,30
30413,6210,28,3,11,7
30414,3500,38,1,16,14
30415,6996,6,3,18,3
30416,7882,25,0,16,3
30417,3593,4,0,17,2
30418,8624,34,2,21,14
30419,6055,26,6,20,14
30420,7273,39,3,10,1
30421,9305,27,3,12,3
30422,4697,39,1,18,3
30423,7547,21,1,10,1
30424,6474,21,2,22,14
